0.452200, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.828599, -0.205908, 0.067040, 9.823709, 0.006109, 0.003665, 0.003665, 24.300001, 3.500000, -44.299999
0.831106, -0.196331, 0.055068, 9.835681, -0.002443, 0.003665, -0.014661, 24.300001, 3.400000, -44.299999
0.843884, -0.174782, 0.057463, 9.826104, -0.003665, 0.000000, -0.001222, 24.300001, 3.400000, -44.299999
0.857111, -0.177176, 0.059857, 9.823709, 0.000000, 0.000000, -0.008552, 24.300001, 3.400000, -44.200001
0.873991, -0.186753, 0.059857, 9.850046, -0.006109, 0.002443, 0.004887, 24.300001, 3.500000, -44.200001
0.890300, -0.189148, 0.045491, 9.838076, -0.003665, -0.003665, 0.004887, 24.200001, 3.400000, -44.100002
0.906832, -0.174782, 0.038308, 9.840469, -0.004887, 0.004887, -0.001222, 24.200001, 3.400000, -44.100002
0.925429, -0.146051, 0.045491, 9.771035, 0.004887, 0.004887, -0.010996, 24.200001, 3.400000, -44.100002
0.941115, -0.146051, 0.045491, 9.816526, 0.002443, -0.008552, -0.001222, 24.300001, 3.400000, -44.000000
0.957068, -0.155628, 0.045491, 9.809344, -0.001222, -0.001222, -0.007330, 24.300001, 3.400000, -44.000000
0.973927, -0.158022, 0.045491, 9.814133, -0.001222, 0.000000, 0.001222, 24.300001, 3.400000, -44.000000
0.991262, -0.169994, 0.045491, 9.845258, 0.003665, 0.000000, -0.003665, 24.300001, 3.400000, -43.900002
1.008117, -0.191542, 0.045491, 9.850046, 0.004887, -0.003665, -0.006109, 24.300001, 3.400000, -43.900002
1.024266, -0.217879, 0.045491, 9.835681, -0.003665, 0.000000, -0.003665, 24.300001, 3.400000, -43.900002
1.041448, -0.217879, 0.052674, 9.816526, 0.001222, -0.002443, -0.002443, 24.300001, 3.400000, -43.799999
1.058399, -0.196331, 0.071828, 9.818921, 0.002443, 0.001222, 0.009774, 24.300001, 3.400000, -43.900002
1.078573, -0.165205, 0.088588, 9.823709, -0.002443, 0.006109, 0.003665, 24.300001, 3.400000, -43.799999
1.090917, -0.141262, 0.112531, 9.835681, -0.008552, 0.002443, 0.004887, 24.200001, 3.400000, -43.900002
1.107517, -0.160416, 0.110137, 9.816526, -0.003665, -0.006109, 0.004887, 24.200001, 3.400000, -43.900002
1.125080, -0.196331, 0.047885, 9.826104, -0.007330, -0.001222, 0.001222, 24.300001, 3.400000, -43.900002
1.141081, -0.193936, 0.045491, 9.850046, 0.007330, -0.002443, 0.000000, 24.300001, 3.400000, -43.900002
1.158152, -0.191542, 0.045491, 9.838076, 0.000000, -0.002443, 0.007330, 24.300001, 3.400000, -43.900002
1.174884, -0.181965, 0.045491, 9.859624, -0.001222, -0.010996, 0.006109, 24.300001, 3.400000, -43.900002
1.191947, 0.471672, -0.016760, 9.821315, 0.006109, -0.024435, -0.113621, 24.300001, 3.400000, -44.000000
1.208752, -0.179571, 0.227456, 9.847652, 0.006109, -0.050091, -0.024435, 24.400000, 3.400000, -43.900002
1.225529, -0.090982, 0.045491, 9.862018, 0.007330, -0.057421, -0.001222, 24.300001, 3.400000, -43.900002
1.241716, -0.076617, -0.076617, 9.888355, 0.001222, -0.084299, -0.019548, 24.300001, 3.400000, -43.900002
