0.452200, 0.000000, 0.000000, 0.000000, 0.000000
0.828599, 1.000000, 0.000000, 0.000000, 0.000000
0.831106, 0.778355, -0.003501, 0.010477, 0.627728
0.843884, 0.775333, -0.003531, 0.010529, 0.631455
0.857111, 0.771372, -0.003606, 0.010455, 0.636288
0.873991, 0.767597, -0.003623, 0.010343, 0.640839
0.890300, 0.763343, -0.003671, 0.010249, 0.645901
0.906832, 0.759647, -0.003776, 0.010148, 0.650245
0.925429, 0.756245, -0.003909, 0.009994, 0.654201
0.941115, 0.752933, -0.003942, 0.009777, 0.658013
0.957068, 0.750535, -0.003833, 0.009541, 0.660750
0.973927, 0.748424, -0.003749, 0.009314, 0.663145
0.991262, 0.746482, -0.003734, 0.009148, 0.665332
1.008117, 0.744751, -0.003742, 0.009054, 0.667270
1.024266, 0.743346, -0.003790, 0.009065, 0.668835
1.041448, 0.742223, -0.003946, 0.009172, 0.670079
1.058399, 0.741232, -0.004152, 0.009356, 0.671170
1.078573, 0.740450, -0.004208, 0.009544, 0.672030
1.090917, 0.739772, -0.004066, 0.009696, 0.672776
1.107517, 0.739539, -0.003859, 0.009715, 0.673033
1.125080, 0.739381, -0.003507, 0.009718, 0.673208
1.141081, 0.739035, -0.003426, 0.009714, 0.673589
1.158152, 0.738550, -0.003563, 0.009704, 0.674120
1.174884, 0.738065, -0.003675, 0.009695, 0.674650
1.191947, 0.737635, -0.003750, 0.009609, 0.675121
1.208752, 0.737084, -0.002602, 0.007828, 0.675751
1.225529, 0.737325, -0.000967, 0.006394, 0.675507
1.241716, 0.737747, -0.000320, 0.006420, 0.675046
1.259245, 0.737045, -0.000233, 0.005635, 0.675821
1.275591, 0.736388, -0.000255, 0.004929, 0.676542
1.291222, 0.736288, -0.000028, 0.004617, 0.676653
1.307876, 0.735879, 0.000398, 0.003758, 0.677103
1.325130, 0.735446, 0.000641, 0.004417, 0.677569
1.341948, 0.735935, 0.000863, 0.007208, 0.677014
1.358170, 0.736884, 0.001280, 0.009996, 0.675944
1.375266, 0.737753, 0.002657, 0.012753, 0.674945
1.393037, 0.739466, 0.005126, 0.016909, 0.672962
1.408953, 0.743062, 0.009379, 0.022682, 0.668772
1.425439, 0.746826, 0.015018, 0.027582, 0.664278
1.441927, 0.749709, 0.021020, 0.031888, 0.660664
1.459316, 0.752505, 0.026728, 0.037510, 0.656975
1.477288, 0.756625, 0.032693, 0.045918, 0.651415
1.492792, 0.762364, 0.041332, 0.055541, 0.643434
1.509385, 0.766971, 0.050436, 0.063125, 0.636574
1.526535, 0.770744, 0.059721, 0.070646, 0.630394
1.541744, 0.774345, 0.068787, 0.078313, 0.624119
1.560875, 0.777112, 0.076070, 0.084320, 0.619032
1.575051, 0.780131, 0.084387, 0.090984, 0.613186
1.592621, 0.782067, 0.089956, 0.095311, 0.609257
1.609178, 0.784158, 0.096203, 0.100020, 0.604845
1.625072, 0.785887, 0.101567, 0.103951, 0.601050
1.642629, 0.787336, 0.106227, 0.107263, 0.597756
1.659566, 0.788744, 0.110909, 0.110495, 0.594452
1.675700, 0.789937, 0.115011, 0.113242, 0.591564
1.693353, 0.792282, 0.119605, 0.117323, 0.586702
1.710350, 0.790829, 0.128644, 0.125788, 0.584994
1.726101, 0.784239, 0.141715, 0.136893, 0.588342
1.742296, 0.778068, 0.155058, 0.147973, 0.590484
1.758833, 0.771499, 0.167990, 0.160107, 0.592397
1.777237, 0.764193, 0.180370, 0.172983, 0.594603
1.792466, 0.754720, 0.194802, 0.186267, 0.598126
1.809059, 0.746318, 0.206795, 0.196608, 0.601324
1.825665, 0.738471, 0.219620, 0.208210, 0.602558
1.844095, 0.731686, 0.232568, 0.220690, 0.601534
1.859566, 0.722297, 0.244962, 0.236449, 0.601974
1.876265, 0.713252, 0.253495, 0.250689, 0.603463
1.898310, 0.703636, 0.263367, 0.263950, 0.604867
1.910968, 0.691734, 0.281605, 0.276710, 0.604678
1.926402, 0.685925, 0.293703, 0.282443, 0.602886
1.942708, 0.680079, 0.310640, 0.291172, 0.596838
1.961270, 0.673808, 0.330664, 0.302031, 0.587726
1.976441, 0.664640, 0.350667, 0.314737, 0.579851
1.992859, 0.657022, 0.362668, 0.326407, 0.574676
2.009868, 0.650665, 0.371709, 0.339337, 0.568610
2.027657, 0.643690, 0.380956, 0.350729, 0.563493
2.042979, 0.634159, 0.391909, 0.360238, 0.560784
2.059652, 0.625824, 0.401650, 0.367175, 0.558752
2.076953, 0.620240, 0.407713, 0.373563, 0.556348
2.094339, 0.617892, 0.408685, 0.380216, 0.553734
2.110009, 0.616591, 0.410900, 0.387062, 0.548780
2.126633, 0.613877, 0.413892, 0.393439, 0.545026
2.143746, 0.607230, 0.417056, 0.400164, 0.545165
2.161486, 0.597918, 0.422810, 0.405779, 0.546873
